,startday,speed,maxrate,efficacy
146,27.3984375,283171.875,57.16796875,0.6799609375
147,27.3984375,557390.625,55.41015625,0.6799609375
148,27.3984375,557390.625,57.16796875,0.8397265624999999
149,27.3984375,557390.625,57.16796875,0.6799609375
150,-48.8359375,683171.875,75.41015625,0.6397265624999999
151,-28.6015625,683171.875,75.41015625,0.6397265624999999
152,-48.8359375,957390.625,75.41015625,0.6397265624999999
153,-48.8359375,683171.875,77.16796875,0.6397265624999999
154,-48.8359375,683171.875,75.41015625,0.8799609374999999
155,-48.8359375,957390.625,77.16796875,0.8799609374999999
156,-28.6015625,683171.875,77.16796875,0.8799609374999999
157,-28.6015625,957390.625,75.41015625,0.8799609374999999
158,-28.6015625,957390.625,77.16796875,0.6397265624999999
159,-28.6015625,957390.625,77.16796875,0.8799609374999999
160,-45.3359375,308171.875,41.66015625,0.9022265625
161,30.8984375,308171.875,41.66015625,0.9022265625
162,-45.3359375,332390.625,41.66015625,0.9022265625
163,-45.3359375,308171.875,68.41796875,0.9022265625
164,-45.3359375,308171.875,41.66015625,0.6924609374999999
165,-45.3359375,332390.625,68.41796875,0.6924609374999999
166,30.8984375,308171.875,68.41796875,0.6924609374999999
167,30.8984375,332390.625,41.66015625,0.6924609374999999
168,30.8984375,332390.625,68.41796875,0.9022265625
169,30.8984375,332390.625,68.41796875,0.6924609374999999
170,10.6640625,708171.875,61.66015625,0.7022265624999999
171,-25.1015625,708171.875,61.66015625,0.7022265624999999
172,10.6640625,732390.625,61.66015625,0.7022265624999999
173,10.6640625,708171.875,48.41796875,0.7022265624999999
174,10.6640625,708171.875,61.66015625,0.8924609375
175,10.6640625,732390.625,48.41796875,0.8924609375
176,-25.1015625,708171.875,48.41796875,0.8924609375
177,-25.1015625,732390.625,61.66015625,0.8924609375
178,-25.1015625,732390.625,48.41796875,0.7022265624999999
179,-25.1015625,732390.625,48.41796875,0.8924609375
180,38.6640625,508171.875,51.66015625,0.8022265625
181,-53.1015625,508171.875,51.66015625,0.8022265625
182,38.6640625,932390.625,51.66015625,0.8022265625
183,38.6640625,508171.875,78.41796875,0.8022265625
184,38.6640625,508171.875,51.66015625,0.7924609375
185,38.6640625,932390.625,78.41796875,0.7924609375
186,-53.1015625,508171.875,78.41796875,0.7924609375
187,-53.1015625,932390.625,51.66015625,0.7924609375
188,-53.1015625,932390.625,78.41796875,0.8022265625
189,-53.1015625,932390.625,78.41796875,0.7924609375
190,-17.3359375,908171.875,71.66015625,0.6022265625
191,2.8984375,908171.875,71.66015625,0.6022265625
192,-17.3359375,532390.625,71.66015625,0.6022265625
193,-17.3359375,908171.875,58.41796875,0.6022265625
194,-17.3359375,908171.875,71.66015625,0.5924609375
195,-17.3359375,532390.625,58.41796875,0.5924609375
196,2.8984375,908171.875,58.41796875,0.5924609375
197,2.8984375,532390.625,71.66015625,0.5924609375
198,2.8984375,532390.625,58.41796875,0.6022265625
199,2.8984375,532390.625,58.41796875,0.5924609375
200,-3.3359375,608171.875,66.66015625,0.6522265625
201,16.8984375,608171.875,66.66015625,0.6522265625
202,-3.3359375,232390.625,66.66015625,0.6522265625
203,-3.3359375,608171.875,73.41796875,0.6522265625
204,-3.3359375,608171.875,66.66015625,0.8424609375
205,-3.3359375,232390.625,73.41796875,0.8424609375
206,16.8984375,608171.875,73.41796875,0.8424609375
207,16.8984375,232390.625,66.66015625,0.8424609375
208,16.8984375,232390.625,73.41796875,0.6522265625
209,16.8984375,232390.625,73.41796875,0.8424609375
210,52.6640625,1008171.875,46.66015625,0.8522265625
211,-39.1015625,1008171.875,46.66015625,0.8522265625
212,52.6640625,632390.625,46.66015625,0.8522265625
213,52.6640625,1008171.875,53.41796875,0.8522265625
214,52.6640625,1008171.875,46.66015625,0.6424609375
215,52.6640625,632390.625,53.41796875,0.6424609375
216,-39.1015625,1008171.875,53.41796875,0.6424609375
217,-39.1015625,632390.625,46.66015625,0.6424609375
218,-39.1015625,632390.625,53.41796875,0.8522265625
219,-39.1015625,632390.625,53.41796875,0.6424609375
220,24.6640625,408171.875,76.66015625,0.7522265625
221,-11.1015625,408171.875,76.66015625,0.7522265625
222,24.6640625,832390.625,76.66015625,0.7522265625
223,24.6640625,408171.875,63.41796875,0.7522265625
224,24.6640625,408171.875,76.66015625,0.7424609375
225,24.6640625,832390.625,63.41796875,0.7424609375
226,-11.1015625,408171.875,63.41796875,0.7424609375
227,-11.1015625,832390.625,76.66015625,0.7424609375
228,-11.1015625,832390.625,63.41796875,0.7522265625
229,-11.1015625,832390.625,63.41796875,0.7424609375
230,-31.3359375,808171.875,56.66015625,0.9522265624999999
231,44.8984375,808171.875,56.66015625,0.9522265624999999
232,-31.3359375,432390.625,56.66015625,0.9522265624999999
233,-31.3359375,808171.875,43.41796875,0.9522265624999999
234,-31.3359375,808171.875,56.66015625,0.9424609374999999
235,-31.3359375,432390.625,43.41796875,0.9424609374999999
236,44.8984375,808171.875,43.41796875,0.9424609374999999
237,44.8984375,432390.625,56.66015625,0.9424609374999999
238,44.8984375,432390.625,43.41796875,0.9522265624999999
239,44.8984375,432390.625,43.41796875,0.9424609374999999
240,-38.3359375,458171.875,79.16015625,0.8272265624999999
241,-18.1015625,458171.875,79.16015625,0.8272265624999999
242,-38.3359375,582390.625,79.16015625,0.8272265624999999
243,-38.3359375,458171.875,70.91796875,0.8272265624999999
244,-38.3359375,458171.875,79.16015625,0.8674609375
245,-38.3359375,582390.625,70.91796875,0.8674609375
246,-18.1015625,458171.875,70.91796875,0.8674609375
247,-18.1015625,582390.625,79.16015625,0.8674609375
248,-18.1015625,582390.625,70.91796875,0.8272265624999999
249,-18.1015625,582390.625,70.91796875,0.8674609375
250,17.6640625,858171.875,59.16015625,0.6272265625
251,37.8984375,858171.875,59.16015625,0.6272265625
252,17.6640625,982390.625,59.16015625,0.6272265625
253,17.6640625,858171.875,50.91796875,0.6272265625
254,17.6640625,858171.875,59.16015625,0.6674609375
255,17.6640625,982390.625,50.91796875,0.6674609375
256,37.8984375,858171.875,50.91796875,0.6674609375
257,37.8984375,982390.625,59.16015625,0.6674609375
258,37.8984375,982390.625,50.91796875,0.6272265625
259,37.8984375,982390.625,50.91796875,0.6674609375
260,45.6640625,258171.875,69.16015625,0.9272265625
261,9.8984375,258171.875,69.16015625,0.9272265625
262,45.6640625,782390.625,69.16015625,0.9272265625
263,45.6640625,258171.875,60.91796875,0.9272265625
264,45.6640625,258171.875,69.16015625,0.7674609375
265,45.6640625,782390.625,60.91796875,0.7674609375
266,9.8984375,258171.875,60.91796875,0.7674609375
267,9.8984375,782390.625,69.16015625,0.7674609375
268,9.8984375,782390.625,60.91796875,0.9272265625
269,9.8984375,782390.625,60.91796875,0.7674609375
270,-10.3359375,658171.875,49.16015625,0.7272265625
271,-46.1015625,658171.875,49.16015625,0.7272265625
272,-10.3359375,382390.625,49.16015625,0.7272265625
273,-10.3359375,658171.875,40.91796875,0.7272265625
274,-10.3359375,658171.875,49.16015625,0.9674609375
275,-10.3359375,382390.625,40.91796875,0.9674609375
276,-46.1015625,658171.875,40.91796875,0.9674609375
277,-46.1015625,382390.625,49.16015625,0.9674609375
278,-46.1015625,382390.625,40.91796875,0.7272265625
279,-46.1015625,382390.625,40.91796875,0.9674609375
280,-24.3359375,358171.875,54.16015625,0.6772265625
281,-32.1015625,358171.875,54.16015625,0.6772265625
282,-24.3359375,482390.625,54.16015625,0.6772265625
283,-24.3359375,358171.875,65.91796875,0.6772265625
284,-24.3359375,358171.875,54.16015625,0.7174609375
285,-24.3359375,482390.625,65.91796875,0.7174609375
286,-32.1015625,358171.875,65.91796875,0.7174609375
287,-32.1015625,482390.625,54.16015625,0.7174609375
288,-32.1015625,482390.625,65.91796875,0.6772265625
289,-32.1015625,482390.625,65.91796875,0.7174609375
290,31.6640625,758171.875,74.16015625,0.8772265625
291,23.8984375,758171.875,74.16015625,0.8772265625
292,31.6640625,882390.625,74.16015625,0.8772265625
293,31.6640625,758171.875,45.91796875,0.8772265625
294,31.6640625,758171.875,74.16015625,0.9174609375
295,31.6640625,882390.625,45.91796875,0.9174609375
296,23.8984375,758171.875,45.91796875,0.9174609375
297,23.8984375,882390.625,74.16015625,0.9174609375
298,23.8984375,882390.625,45.91796875,0.8772265625
299,23.8984375,882390.625,45.91796875,0.9174609375
300,3.6640625,558171.875,44.16015625,0.5772265624999999
301,51.8984375,558171.875,44.16015625,0.5772265624999999
302,3.6640625,682390.625,44.16015625,0.5772265624999999
303,3.6640625,558171.875,75.91796875,0.5772265624999999
304,3.6640625,558171.875,44.16015625,0.8174609374999999
305,3.6640625,682390.625,75.91796875,0.8174609374999999
306,51.8984375,558171.875,75.91796875,0.8174609374999999
307,51.8984375,682390.625,44.16015625,0.8174609374999999
308,51.8984375,682390.625,75.91796875,0.5772265624999999
309,51.8984375,682390.625,75.91796875,0.8174609374999999
310,-52.3359375,958171.875,64.16015625,0.7772265625
311,-4.1015625,958171.875,64.16015625,0.7772265625
312,-52.3359375,282390.625,64.16015625,0.7772265625
313,-52.3359375,958171.875,55.91796875,0.7772265625
314,-52.3359375,958171.875,64.16015625,0.6174609375
315,-52.3359375,282390.625,55.91796875,0.6174609375
316,-4.1015625,958171.875,55.91796875,0.6174609375
317,-4.1015625,282390.625,64.16015625,0.6174609375
318,-4.1015625,282390.625,55.91796875,0.7772265625
319,-4.1015625,282390.625,55.91796875,0.6174609375
320,-50.5859375,345671.875,71.03515625,0.9459765625
321,18.6484375,345671.875,71.03515625,0.9459765625
322,-50.5859375,394890.625,71.03515625,0.9459765625
323,-50.5859375,345671.875,77.79296875,0.9459765625
324,-50.5859375,345671.875,71.03515625,0.6612109374999999
325,-50.5859375,394890.625,77.79296875,0.6612109374999999
326,18.6484375,345671.875,77.79296875,0.6612109374999999
327,18.6484375,394890.625,71.03515625,0.6612109374999999
328,18.6484375,394890.625,77.79296875,0.9459765625
329,18.6484375,394890.625,77.79296875,0.6612109374999999
330,5.4140625,745671.875,51.03515625,0.7459765625
331,-37.3515625,745671.875,51.03515625,0.7459765625
332,5.4140625,794890.625,51.03515625,0.7459765625
333,5.4140625,745671.875,57.79296875,0.7459765625
334,5.4140625,745671.875,51.03515625,0.8612109374999999
335,5.4140625,794890.625,57.79296875,0.8612109374999999
336,-37.3515625,745671.875,57.79296875,0.8612109374999999
337,-37.3515625,794890.625,51.03515625,0.8612109374999999
338,-37.3515625,794890.625,57.79296875,0.7459765625
339,-37.3515625,794890.625,57.79296875,0.8612109374999999
340,33.4140625,545671.875,61.03515625,0.8459765625
341,-9.3515625,545671.875,61.03515625,0.8459765625
342,33.4140625,994890.625,61.03515625,0.8459765625
343,33.4140625,545671.875,67.79296875,0.8459765625
344,33.4140625,545671.875,61.03515625,0.9612109375
345,33.4140625,994890.625,67.79296875,0.9612109375
346,-9.3515625,545671.875,67.79296875,0.9612109375
347,-9.3515625,994890.625,61.03515625,0.9612109375
348,-9.3515625,994890.625,67.79296875,0.8459765625
349,-9.3515625,994890.625,67.79296875,0.9612109375
350,-22.5859375,945671.875,41.03515625,0.6459765625
351,46.6484375,945671.875,41.03515625,0.6459765625
352,-22.5859375,594890.625,41.03515625,0.6459765625
353,-22.5859375,945671.875,47.79296875,0.6459765625
354,-22.5859375,945671.875,41.03515625,0.7612109375
355,-22.5859375,594890.625,47.79296875,0.7612109375
356,46.6484375,945671.875,47.79296875,0.7612109375
357,46.6484375,594890.625,41.03515625,0.7612109375
358,46.6484375,594890.625,47.79296875,0.6459765625
359,46.6484375,594890.625,47.79296875,0.7612109375
360,-8.5859375,445671.875,56.03515625,0.5959765625
361,32.6484375,445671.875,56.03515625,0.5959765625
362,-8.5859375,294890.625,56.03515625,0.5959765625
363,-8.5859375,445671.875,62.79296875,0.5959765625
364,-8.5859375,445671.875,56.03515625,0.9112109374999999
365,-8.5859375,294890.625,62.79296875,0.9112109374999999
366,32.6484375,445671.875,62.79296875,0.9112109374999999
367,32.6484375,294890.625,56.03515625,0.9112109374999999
368,32.6484375,294890.625,62.79296875,0.5959765625
369,32.6484375,294890.625,62.79296875,0.9112109374999999
370,47.4140625,845671.875,76.03515625,0.7959765624999999
371,-23.3515625,845671.875,76.03515625,0.7959765624999999
372,47.4140625,694890.625,76.03515625,0.7959765624999999
373,47.4140625,845671.875,42.79296875,0.7959765624999999
374,47.4140625,845671.875,76.03515625,0.7112109375
375,47.4140625,694890.625,42.79296875,0.7112109375
376,-23.3515625,845671.875,42.79296875,0.7112109375
377,-23.3515625,694890.625,76.03515625,0.7112109375
378,-23.3515625,694890.625,42.79296875,0.7959765624999999
379,-23.3515625,694890.625,42.79296875,0.7112109375
380,19.4140625,245671.875,46.03515625,0.6959765625
381,-51.3515625,245671.875,46.03515625,0.6959765625
382,19.4140625,894890.625,46.03515625,0.6959765625
383,19.4140625,245671.875,72.79296875,0.6959765625
384,19.4140625,245671.875,46.03515625,0.6112109375
385,19.4140625,894890.625,72.79296875,0.6112109375
386,-51.3515625,245671.875,72.79296875,0.6112109375
387,-51.3515625,894890.625,46.03515625,0.6112109375
388,-51.3515625,894890.625,72.79296875,0.6959765625
389,-51.3515625,894890.625,72.79296875,0.6112109375
390,-36.5859375,645671.875,66.03515625,0.8959765625
391,4.6484375,645671.875,66.03515625,0.8959765625
392,-36.5859375,494890.625,66.03515625,0.8959765625
393,-36.5859375,645671.875,52.79296875,0.8959765625
394,-36.5859375,645671.875,66.03515625,0.8112109375
395,-36.5859375,494890.625,52.79296875,0.8112109375
396,4.6484375,645671.875,52.79296875,0.8112109375
397,4.6484375,494890.625,66.03515625,0.8112109375
398,4.6484375,494890.625,52.79296875,0.8959765625
399,4.6484375,494890.625,52.79296875,0.8112109375
400,-29.5859375,595671.875,48.53515625,0.7709765625
401,-30.3515625,595671.875,48.53515625,0.7709765625
402,-29.5859375,544890.625,48.53515625,0.7709765625
403,-29.5859375,595671.875,60.29296875,0.7709765625
404,-29.5859375,595671.875,48.53515625,0.8862109375
405,-29.5859375,544890.625,60.29296875,0.8862109375
406,-30.3515625,595671.875,60.29296875,0.8862109375
407,-30.3515625,544890.625,48.53515625,0.8862109375
408,-30.3515625,544890.625,60.29296875,0.7709765625
409,-30.3515625,544890.625,60.29296875,0.8862109375
410,26.4140625,995671.875,68.53515625,0.5709765625
411,25.6484375,995671.875,68.53515625,0.5709765625
412,26.4140625,944890.625,68.53515625,0.5709765625
413,26.4140625,995671.875,40.29296875,0.5709765625
414,26.4140625,995671.875,68.53515625,0.6862109375
415,26.4140625,944890.625,40.29296875,0.6862109375
416,25.6484375,995671.875,40.29296875,0.6862109375
417,25.6484375,944890.625,68.53515625,0.6862109375
418,25.6484375,944890.625,40.29296875,0.5709765625
419,25.6484375,944890.625,40.29296875,0.6862109375
420,54.4140625,395671.875,58.53515625,0.8709765625
421,53.6484375,395671.875,58.53515625,0.8709765625
422,54.4140625,744890.625,58.53515625,0.8709765625
423,54.4140625,395671.875,70.29296875,0.8709765625
424,54.4140625,395671.875,58.53515625,0.5862109375
425,54.4140625,744890.625,70.29296875,0.5862109375
426,53.6484375,395671.875,70.29296875,0.5862109375
427,53.6484375,744890.625,58.53515625,0.5862109375
428,53.6484375,744890.625,70.29296875,0.8709765625
429,53.6484375,744890.625,70.29296875,0.5862109375
430,-1.5859375,795671.875,78.53515625,0.6709765624999999
431,-2.3515625,795671.875,78.53515625,0.6709765624999999
432,-1.5859375,344890.625,78.53515625,0.6709765624999999
433,-1.5859375,795671.875,50.29296875,0.6709765624999999
434,-1.5859375,795671.875,78.53515625,0.7862109374999999
435,-1.5859375,344890.625,50.29296875,0.7862109374999999
436,-2.3515625,795671.875,50.29296875,0.7862109374999999
437,-2.3515625,344890.625,78.53515625,0.7862109374999999
438,-2.3515625,344890.625,50.29296875,0.6709765624999999
439,-2.3515625,344890.625,50.29296875,0.7862109374999999
440,-15.5859375,295671.875,63.53515625,0.7209765625
441,-16.3515625,295671.875,63.53515625,0.7209765625
442,-15.5859375,444890.625,63.53515625,0.7209765625
443,-15.5859375,295671.875,75.29296875,0.7209765625
444,-15.5859375,295671.875,63.53515625,0.6362109374999999
445,-15.5859375,444890.625,75.29296875,0.6362109374999999
446,-16.3515625,295671.875,75.29296875,0.6362109374999999
447,-16.3515625,444890.625,63.53515625,0.6362109374999999
448,-16.3515625,444890.625,75.29296875,0.7209765625
449,-16.3515625,444890.625,75.29296875,0.6362109374999999
450,40.4140625,695671.875,43.53515625,0.9209765624999999
451,39.6484375,695671.875,43.53515625,0.9209765624999999
452,40.4140625,844890.625,43.53515625,0.9209765624999999
453,40.4140625,695671.875,55.29296875,0.9209765624999999
454,40.4140625,695671.875,43.53515625,0.8362109375
455,40.4140625,844890.625,55.29296875,0.8362109375
456,39.6484375,695671.875,55.29296875,0.8362109375
457,39.6484375,844890.625,43.53515625,0.8362109375
458,39.6484375,844890.625,55.29296875,0.9209765624999999
459,39.6484375,844890.625,55.29296875,0.8362109375
460,12.4140625,495671.875,73.53515625,0.6209765625
461,11.6484375,495671.875,73.53515625,0.6209765625
462,12.4140625,644890.625,73.53515625,0.6209765625
463,12.4140625,495671.875,65.29296875,0.6209765625
464,12.4140625,495671.875,73.53515625,0.9362109375
465,12.4140625,644890.625,65.29296875,0.9362109375
466,11.6484375,495671.875,65.29296875,0.9362109375
467,11.6484375,644890.625,73.53515625,0.9362109375
468,11.6484375,644890.625,65.29296875,0.6209765625
469,11.6484375,644890.625,65.29296875,0.9362109375
470,-43.5859375,895671.875,53.53515625,0.8209765625
471,-44.3515625,895671.875,53.53515625,0.8209765625
472,-43.5859375,244890.625,53.53515625,0.8209765625
473,-43.5859375,895671.875,45.29296875,0.8209765625
474,-43.5859375,895671.875,53.53515625,0.7362109375
475,-43.5859375,244890.625,45.29296875,0.7362109375
476,-44.3515625,895671.875,45.29296875,0.7362109375
477,-44.3515625,244890.625,53.53515625,0.7362109375
478,-44.3515625,244890.625,45.29296875,0.8209765625
479,-44.3515625,244890.625,45.29296875,0.7362109375
480,-47.0859375,520671.875,69.78515625,0.7084765625
481,43.1484375,520671.875,69.78515625,0.7084765625
482,-47.0859375,869890.625,69.78515625,0.7084765625
483,-47.0859375,520671.875,59.04296875,0.7084765625
484,-47.0859375,520671.875,69.78515625,0.9237109375
485,-47.0859375,869890.625,59.04296875,0.9237109375
486,43.1484375,520671.875,59.04296875,0.9237109375
487,43.1484375,869890.625,69.78515625,0.9237109375
488,43.1484375,869890.625,59.04296875,0.7084765625
489,43.1484375,869890.625,59.04296875,0.9237109375
490,8.9140625,920671.875,49.78515625,0.9084765625
491,-12.8515625,920671.875,49.78515625,0.9084765625
492,8.9140625,469890.625,49.78515625,0.9084765625
493,8.9140625,920671.875,79.04296875,0.9084765625
494,8.9140625,920671.875,49.78515625,0.7237109374999999
495,8.9140625,469890.625,79.04296875,0.7237109374999999
496,-12.8515625,920671.875,79.04296875,0.7237109374999999
497,-12.8515625,469890.625,49.78515625,0.7237109374999999
498,-12.8515625,469890.625,79.04296875,0.9084765625
499,-12.8515625,469890.625,79.04296875,0.7237109374999999
500,36.9140625,320671.875,79.78515625,0.6084765624999999
501,-40.8515625,320671.875,79.78515625,0.6084765624999999
502,36.9140625,269890.625,79.78515625,0.6084765624999999
503,36.9140625,320671.875,49.04296875,0.6084765624999999
504,36.9140625,320671.875,79.78515625,0.6237109375
505,36.9140625,269890.625,49.04296875,0.6237109375
506,-40.8515625,320671.875,49.04296875,0.6237109375
507,-40.8515625,269890.625,79.78515625,0.6237109375
508,-40.8515625,269890.625,49.04296875,0.6084765624999999
509,-40.8515625,269890.625,49.04296875,0.6237109375
510,-19.0859375,720671.875,59.78515625,0.8084765625
511,15.1484375,720671.875,59.78515625,0.8084765625
512,-19.0859375,669890.625,59.78515625,0.8084765625
513,-19.0859375,720671.875,69.04296875,0.8084765625
514,-19.0859375,720671.875,59.78515625,0.8237109375
515,-19.0859375,669890.625,69.04296875,0.8237109375
